smiles,TPSA,ROTB,AROM
C=CCOC(=O)CCC1CCCCC1,26.3,5,0
Cc1cn([C@H]2C=C[C@@H](CO)O2)c(=O)[nH]c1=O,84.32,2,1
CC(C)CCOC(=O)CC(C)C,26.3,5,0
CC1=CC[C@H](CC=O)C1(C)C,17.07,2,0
O=C(CCNNC(=O)c1ccncc1)NCc1ccccc1,83.12,7,2
COC(=O)C1=C(C)NC(C)=C(C(=O)OCCN(C)Cc2ccccc2)C1c1cccc([N+](=O)[O-])c1,111.00999999999999,9,2
C(=NC1CCCCC1)=NC1CCCCC1,24.72,2,0
CC(C)(C)CC(C)(C)c1ccc(OCCOCC[N+](C)(C)Cc2ccccc2)cc1,18.46,11,2
OCc1cccnc1,33.120000000000005,1,1
O=C(OCC(COC(=O)c1cccnc1)(COC(=O)c1cccnc1)COC(=O)c1cccnc1)c1cccnc1,156.76,12,4
CCOC(=O)C1=C(COCCN)NC(C)=C(C(=O)OC)C1c1ccccc1Cl.O=S(=O)(O)c1ccccc1,154.25,9,2
CC(C=O)Cc1ccc2c(c1)OCO2,35.53,3,1
CCCCN(CCCC)C(=O)N(CCCC)CCCC,23.550000000000004,12,0
OC1OCCOC1O,58.92,0,0
CC(C)(COC(=O)c1ccccc1)COC(=O)c1ccccc1,52.6,6,2
C[C@H](N)C(=O)N[C@@H](C)C(=O)N[C@@]1(C)[C@@H]2CN(c3nc4c(cc3F)c(=O)c(C(=O)O)cn4-c3ccc(F)cc3F)C[C@@H]21,159.64999999999998,7,3
Clc1ccc(C(c2ccc(Cl)cc2)C(Cl)Cl)cc1,0.0,3,2
Clc1ccc(C(c2ccccc2Cl)C(Cl)Cl)cc1,0.0,3,2
Nc1ccc(S(=O)(=O)c2ccc(N)cc2)cc1,86.18,2,2
CN(C)NC(=O)CCC(=O)O,69.64,4,0
Clc1ccc(C(c2ccc(Cl)cc2)C(Cl)(Cl)Cl)cc1,0.0,2,2
ClC(Cl)=C(c1ccc(Cl)cc1)c1ccc(Cl)cc1,0.0,2,2
C[C@]12CC[C@H]3[C@@H](CC=C4C[C@@H](O)CC[C@@]43C)[C@@H]1CCC2=O,37.3,0,0
CC(=O)OCC(=O)[C@@]12N=C(C)O[C@@H]1C[C@H]1[C@@H]3CCC4=CC(=O)C=C[C@]4(C)[C@H]3[C@@H](O)C[C@@]12C,102.26,3,0
O=C1NC(=O)[C@@H]2CC=CC[C@H]12,46.17,0,0
OCCCCC(O)CO,60.69,5,0
Nc1ccc(O)c(C(=O)O)c1,83.55,1,1
CCCCCCCCOS(=O)(=O)[O-],66.43,8,0
CN[C@H]1C[C@@H](N)[C@H](O)[C@@H](O[C@@H]2O[C@H](CO)[C@H](O)[C@@H]3OC4(O[C@H]23)O[C@H](C(N)CO)[C@H](O)[C@H](O)[C@H]4O)[C@@H]1O,272.06,6,0
CCCCCCCCCCOS(=O)(=O)[O-],66.43,10,0
Cc1cccn2c(=O)c(-c3nnn[n-]3)cnc12,87.14,1,3
Nc1ncnc(Nc2ccccc2)n1,76.72,2,2
CCC(=O)OC(OP(=O)(CCCCc1ccccc1)CC(=O)N1C[C@H](C2CCCCC2)C[C@H]1C(=O)[O-])C(C)C,113.03999999999999,14,1
C[C@]12CC[C@H]3[C@@H](CCC4=C(Cl)C(=O)CC[C@@]43C)[C@@H]1CC[C@@H]2O,37.3,0,0
COc1cc(C(=S)N2CCOCC2)cc(OC)c1OC,40.160000000000004,4,1
CC(=O)O[C@H]1CC[C@H]2[C@@H]3CCC4=CC(=O)CCC4=C3C=C[C@]12C,43.370000000000005,1,0
CCOc1ccc(NC(=S)Nc2ccc(OCC)cc2)cc1,42.519999999999996,6,2
COC(=O)C1=C(C#N)NC(C)=C(C(=O)OC(C)C)C1c1cccc([N+](=O)[O-])c1,131.56,5,1
O=C1CC[C@@H](C(=O)N2CSC[C@H]2C(=O)O)N1,86.71000000000001,2,0
CCCCCCCCCC(=O)O[C@H]1CC[C@H]2[C@@H]3CCC4=CC(=O)CC[C@]4(C)[C@H]3CC[C@]12C,43.370000000000005,9,0
CCOc1ccccc1OCCN[C@H](C)Cc1ccc(OC)c(S(N)(=O)=O)c1,99.88,11,2
COc1cccc(OC)c1C(=O)O,55.760000000000005,3,1
CCCCP(CCCC)CCCC,0.0,9,0
COc1ccc2cc(S(=O)(=O)N[C@H](CC(=O)N[C@H](Cc3ccc(CN4[C@@H](C)CCC[C@H]4C)cc3)C(=O)N(C)C(C)C)c3ccc4c(c3)OCO4)ccc2c1,126.51,14,4
CO/N=C(/C(=O)N[C@@H]1C(=O)N2C(C(=O)[O-])=C(COC(C)=O)CS[C@H]12)c1csc(N)n1,176.34000000000003,7,1
CCOC(=N)CC(=O)OCC,59.379999999999995,4,0
C=C1[C@@H](n2cnc3c(=O)[nH]c(N)nc32)C[C@H](O)[C@H]1CO,130.05,2,2
C[C@@H]1CC(=O)NN=C1c1ccc(NN=C(C#N)C#N)cc1,113.42999999999998,3,1
Nc1nc(NC2CC2)c2ncn([C@@H]3C=C[C@@H](CO)C3)c2n1,101.88,4,2
CNCC[C@H](Oc1cccc2ccccc12)c1cccs1,21.259999999999998,6,3
C#CCOC(C(=O)OCCN(C)C)(c1ccccc1)c1ccccc1,38.77,8,2
N[C@@H](CSCCCO)C(=O)O,83.55,6,0
O=C(O)C(=O)Cc1ccccc1,54.37,3,1
CCOC(=O)C(SP(=S)(OC)OC)c1ccccc1,44.760000000000005,7,1
CCOP(=O)(N=C1SCCS1)OCC,47.89,5,0
O=C1[C@H]2CCCC[C@H]2C(=O)N1CCCCN1CCN(c2nsc3ccccc23)CC1,56.75000000000001,6,2
O=C([O-])C[C@H](O)CC(O)/C=C/c1c(C2CC2)nc2ccccc2c1-c1ccc(F)cc1.O=C([O-])C[C@H](O)C[C@H](O)/C=C/c1c(C2CC2)nc2ccccc2c1-c1ccc(F)cc1,186.95999999999998,16,6
CC(=O)S[C@H](C(=O)N[C@H]1Cc2ccccc2[C@H]2CCC[C@@H](C(=O)O)N2C1=O)C(C)C,103.78,5,1
CCc1c(C(=O)NN2CCCCC2)nn(-c2ccc(Cl)cc2Cl)c1-c1ccc(Br)cc1,50.160000000000004,5,3
Brc1cccc(-c2ccccc2)c1,0.0,1,2
Brc1ccccc1-c1ccccc1,0.0,1,2
CCCC(=O)OCOC(=O)C1=C(C)NC(C)=C(C(=O)OC)C1c1cccc(Cl)c1Cl,90.92999999999999,7,1
Cc1onc(-c2ccccc2)c1C(=O)Cl,43.1,2,2
COc1cc(OC)nc(O[C@H](C(=O)O)C(OC)(c2ccccc2)c2ccccc2)n1,100.0,9,3
CC(Cc1ccccc1)NCCCCl,12.03,6,1
COC[C@@H](NC(C)=O)C(=O)NCc1ccccc1,67.42999999999999,6,1
Brc1ccccc1,0.0,0,1
CNC(=O)c1c(I)c(NC(C)=O)c(I)c(C(=O)[O-])c1I,98.33000000000001,3,1
OCCN(CCO)c1nc(N2CCCCC2)c2nc(N(CCO)CCO)nc(N3CCCCC3)c2n1,145.44,12,2
CC(C)(Oc1ccc(Cl)cc1)C(=O)O,46.53,3,1
Cc1cc(C(C#N)c2ccc(Cl)cc2)c(Cl)cc1NC(=O)c1cc(I)cc(I)c1O,73.12,4,3
CC=CC(=O)N(CC)c1ccccc1C,20.310000000000002,3,1
Cc1c(O)c(=O)ccn1C,42.23,0,1
COc1cc(C(=O)NC2CCN(C)CC2)ccc1Nc1ncc2c(n1)N(C1CCCC1)CC(F)(F)C(=O)N2C,102.92999999999999,6,2
O=C(O)c1cccc(N(Cc2cccnc2)c2ccc(OC(F)F)c(OC(F)F)c2)c1,71.89,9,3
Cc1cc(F)ccc1-c1cc(N2CC[C@@H](O)[C@H]2CO)ncc1N(C)C(=O)C(C)(C)c1cc(C(F)(F)F)cc(C(F)(F)F)c1,76.9,6,3
O=C(CCCCCCCCc1cccnc1)N1CCC(C=C(c2ccccc2)c2ccccc2)CC1,33.2,12,3
Cn1c(=O)cc(Oc2ccc(F)cc2F)c2cnc(NCC(C)(C)O)nc21,89.27000000000001,5,3
CS(=O)(=O)c1ccc([C@@H](CC2CCCC2)C(=O)Nc2cnccn2)cc1Cl,89.02,6,2
CCCN(C1CCN(C(=O)C2CCNCC2)CC1)[C@@H]1CCc2ccc(OC)cc2C1,44.81,6,1
CC(C)CC(O)Cc1ccccc1,20.23,4,1
CC1(C)SC(C)(C)SC(C)(C)S1,0.0,0,0
CC(=O)OC(c1ccccc1)C(Cl)(Cl)Cl,26.3,2,1
C/C=C\c1ccc(OCC)c(O)c1,29.46,3,1
CO[C@H]1C[C@@H]2CC[C@@H](C)[C@@](O)(O2)C(=O)C(=O)N2CCCC[C@H]2C(=O)O[C@H]([C@H](C)C[C@@H]2CC[C@@H](OCCO)[C@H](OC)C2)CC(=O)[C@H](C)C=C(C)[C@@H](O)[C@@H](OC)C(=O)[C@H](C)C[C@H](C)C=CC=CC=C1C,204.65999999999994,9,0
O=C(O)CSCC(=O)NC1CCSC1=O,83.47,5,0
CCCCCCCCCCCCCCCC(=O)O[C@@H]1[C@@H](O)[C@@H](O)[C@@H]([C@H](NC(=O)[C@@H]2C[C@@H](CCC)CN2C)[C@H](C)Cl)O[C@@H]1SC,108.33000000000001,22,0
CC(C)=CCOc1c2occc2cc2ccc(=O)oc12,52.58,3,3
CCOC(=O)COc1ccc2c(=O)cc(-c3ccccc3)oc2c1,65.74000000000001,5,3
NC[C@H]1O[C@H](O[C@@H]2[C@@H](N)C[C@@H](N)[C@H](O[C@H]3O[C@H](CO)[C@@H](O)[C@H](N)[C@H]3O)[C@H]2O)[C@H](N)[C@@H](O)[C@@H]1O,288.40000000000003,6,0
N=C(N)NCCCCNC(=N)N,123.8,5,0
CCN(CC)N(O)N=O.CCNCC,68.17,6,0
O=C(O)[C@@H](O)[C@H](O)[C@H](O)[C@@H](O)C(=O)O,155.52,5,0
COc1cc([C@@H]2c3cc4c(cc3[C@@H](O)[C@H]3COC(=O)[C@H]23)OCO4)cc(OC)c1O,103.68,3,2
C[n+]1ccn(Cc2ccccc2)c1,8.809999999999999,2,2
C=CCn1cc[n+](C)c1,8.809999999999999,2,1
CCCCCCCC[N+](C)(CCCCCCCC)CCCCCCCC.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,82.38,23,0
Cc1ccc(-c2cc(C(F)(F)F)nn2-c2ccc(S(N)(=O)=O)cc2)cc1,77.98,3,3
CON=C(C(=O)N[C@@H]1C(=O)N2C(C(=O)O)=C(COC(N)=O)CS[C@H]12)c1ccco1,173.76,7,1
CCCCCC(=O)O,37.3,4,0
O=C(O)CCCCC(=O)O,74.6,5,0
CCCCCC=O,17.07,4,0
CCCCCC/C=C/CCCCCCCC(=O)O,37.3,13,0
CCCCCCCCCCCCCCCC(=O)O,37.3,14,0
O=C(C(Cl)(Cl)Cl)C(Cl)(Cl)Cl,17.07,0,0
CCCCCCC(=O)O,37.3,5,0
CCCC(=O)CC,17.07,3,0
CC(C)C#N,23.79,0,0
CCOC(=O)c1ccccc1N,52.32,2,1
CCNc1ccccc1,12.03,2,1
Nc1nc2c(ncn2COCCO)c(=O)[nH]1,119.04999999999998,4,2
Nc1ncnc2[nH]cnc12,80.48,0,2
Cc1ccc(/C(=C\CN2CCCC2)c2cccc(/C=C/C(=O)O)n2)cc1,53.43000000000001,6,2
Nc1ncnc2c1ncn2[C@@H]1O[C@H](CO)[C@@H](O)[C@H]1O,139.54000000000002,2,2
Nc1ncnc2c1ncn2[C@@H]1O[C@H](COP(=O)(O)OP(=O)(O)OP(=O)(O)O)[C@@H](O)[C@H]1O,279.13,8,2
N#Cc1ccc(C2CCCc3cncn32)cc1,41.61,1,2
CN(C)c1ccc(N=NS(=O)(=O)[O-])cc1,85.16,3,1
CC[N+](=O)[O-],43.14,1,0
O=C(O)c1ccc([N+](=O)[O-])cc1,80.44,2,1
CCCC[N+](=O)[O-],43.14,3,0
O=[N+]([O-])c1ccccc1,43.14,1,1
O=[N+]([O-])c1ccc2[nH]cnc2c1,71.82,1,2
COc1ccccc1[N+](=O)[O-],52.370000000000005,2,1
CNC(=O)O/N=C/C(C)(C)S(C)=O,67.75999999999999,3,0
O=[N+]([O-])c1ccc2c3c(cccc13)CC2,43.14,1,2
Nc1ccc([N+](=O)[O-])cc1,69.16,1,1
Cc1nc(N(C)C)nc(OC(=O)N(C)C)c1C,58.56,2,1
CCCCc1ccc2[nH]c(NC(=O)OC)nc2c1,67.01,4,2
Clc1ccc(C(OCCN2CCCCC2)c2ccccc2)cc1,12.47,6,2
NC(CO)C(=O)NNCc1ccc(O)c(O)c1O,148.07,5,1
C=CC[N@@+]12CC[C@@]34c5ccccc5N5C=C6[C@H]7C[C@H]8[C@@]9(CC[N@@+]8(CC=C)C/C7=C/CO)c7ccccc7N(C=C([C@@H](C[C@@H]31)/C(=C\CO)C2)[C@H]54)[C@@H]69,46.94,6,2
CCc1c(C)[nH]c2c1C(=O)C(CN1CCOCC1)CC2,45.33,3,1
CCN(CC)c1cc(C)nc2ncnn12,46.32000000000001,3,2
CC(Cc1ccc(O)cc1)NCC(O)c1cc(O)cc(O)c1,92.95,6,2
CC(C)C1CCC(Cc2ccc(Cl)cc2)C1(O)Cn1cncn1,50.94,5,2
CCOP(=S)(OCC)Oc1nc(Cl)n(C(C)C)n1,58.4,7,1
COC(=O)c1ccc(I)cc1S(=O)(=O)[N-]C(=O)Nc1nc(C)nc(OC)n1,151.54000000000002,5,2
II,0.0,0,0
Oc1c(Br)cc(Br)cc1Br,20.23,0,1
CCOC(=O)c1ccccc1O,46.53,2,1
O=C(Oc1ccccc1)c1ccccc1O,46.53,2,2
CCCCCCCCOC(=O)c1ccccc1C(=O)OCCCCCCCC,52.60000000000001,16,1
CCOP(=S)(OCC)Oc1ccc(S(C)=O)cc1,44.760000000000005,7,1
O=P(Oc1ccccc1)(Oc1ccccc1)Oc1ccccc1,44.760000000000005,6,3
Cc1ccc(S(=O)(=O)[O-])cc1.[Na+],57.2,1,1
CC1C=[C-]C=C1.[C-]#[O+].[C-]#[O+].[C-]#[O+].[Mn+],59.699999999999996,0,0
O=C1C[C@@H]2OCC=C3CN4CC[C@]56c7ccccc7N1[C@H]5[C@H]2[C@H]3C[C@H]46,32.78,0,1
C[N+](C)(C)CCOC(=O)CCC(=O)OCC[N+](C)(C)C,52.60000000000001,9,0
O=C(O)CCC(=O)O,74.6,3,0
CC1(C)[C@H](C(=O)O)N2C(=O)C[C@H]2S1(=O)=O,91.75,1,0
COc1cc(NS(=O)(=O)c2ccc(N)cc2)nc(OC)n1,116.43,5,2
CCn1ccc(NS(=O)(=O)c2ccc(N)cc2)nc1=O,107.08000000000001,4,2
N=C(N)NS(=O)(=O)c1ccc(N)cc1,122.05999999999999,2,1
COc1ncnc(NS(=O)(=O)c2ccc(N)cc2)c1OC,116.43,5,2
CCCCC(CC)COC(=O)CS,26.3,7,0
C=CC(=O)[O-],40.129999999999995,1,0
C=C(C)C(=O)O[C@@H]1C[C@H]2CC[C@]1(C)C2(C)C,26.3,2,0
C=CC[N+](C)(C)CC=C,0.0,4,0
CCOC(=O)/C=C(C)/C=C/C[C@@H](C)CCCC(C)C,26.3,9,0
COC(C)(C)CCC[C@H](C)C/C=C/C(C)=C/C(=O)OC(C)C,35.53,10,0
CCCCCCCCS(=O)(=O)Cl,34.14,7,0
Cn1nnc2c(C(N)=O)ncn2c1=O,108.17000000000002,1,2
O=C([O-])C(Cl)(Cl)Cl,40.129999999999995,0,0
Cc1cc(C)c(C2=C(OC(=O)CC(C)(C)C)C3(CCCC3)OC2=O)c(C)c1,52.6,3,1
CCC(C)(C)C(=O)OC1=C(c2cc(Cl)cc(Cl)c2)C(=O)OC12CCCCC2,52.60000000000001,4,1
CCCCCCCCCCC1CO1,12.53,9,0
CCC(CC)C(=O)O,37.3,3,0
CCC(CO)(CO)[N+](=O)[O-],83.6,4,0
CCC(CC)CO,20.23,3,0
Cc1cc(Br)ccc1NC(=O)CCl,29.1,2,1
C=C(C)[C@@H]1CC=C(C)C(=O)C1,17.07,1,0
O=C(CCl)NCO,49.33,2,0
O=C(O)COc1ccccc1/C=N/NC(=O)c1ccncc1,100.88000000000001,6,2
NCCC[C@H](N)CC(=O)N[C@H]1CNC(=O)[C@H]([C@H]2C[C@H](O)N=C(N)N2)NC(=O)/C(=C/NC(N)=O)NC(=O)[C@H](CO)NC(=O)[C@H](CO)NC1=O,392.85999999999996,10,0
O=C(CN1CCN(Cc2ccc3c(c2)OCO3)CC1)N1c2ccccc2Sc2ccccc21,45.25000000000001,4,3
O=[N+]([O-])c1cccc(S(=O)(=O)NCCNS(=O)(=O)c2cccc([N+](=O)[O-])c2)c1,178.61999999999998,9,2
CCN(CC)CCOC(=O)C(C)(c1ccccc1)c1ccccc1,29.54,8,2
OC(C#CCN1CCCC1)(c1ccccc1)c1ccccc1,23.47,3,2
O=C1NC(=O)[C@H]2[C@@H]1[C@@H]1C=C[C@H]2C1,46.17,0,0
CCCOC(=O)c1ccc(N)cc1,52.32,3,1
CCCOC(=O)c1cncn1C(C)c1ccccc1,44.12,5,2
SCCCCCCCCS,0.0,7,0
C#CC1(O)CC[C@H]2[C@@H]3CCC4=CC(=O)CC[C@@H]4[C@H]3CC[C@@]21CC,37.3,1,0
c1csc(SSc2cccs2)c1,0.0,3,2
Nc1ccc2c(c1)CN1C(=O)c3ccccc3C1=N2,58.69,0,2
COc1cc(S(N)(=O)=O)cc(C(=O)O)c1OC,115.92000000000002,4,1
CC(=O)N1CCN(c2ccc(O)cc2)CC1,43.78,1,1
CCc1ccc(C2CCNCC2)cc1,12.03,2,1
COc1ccccc1N1CCN(CC(O)COc2cc(OC)c(OC)c(OC)c2)CC1,72.86000000000001,10,2
CCN(CC)c1ccc(C(=C2C=CC(=[N+](CC)CC)C=C2)c2cc(S(=O)(=O)[O-])ccc2S(=O)(=O)[O-])cc1,120.65,9,2
CN1CCN(N)CC1,32.5,0,0
Nc1nc(=O)n([C@@H]2O[C@H](CO)[C@@H](O)[C@@H]2F)cc1I,110.60000000000001,2,1
CC(=O)OC(C)C,26.3,1,0
C=CC(C)(O)CCCC(C)CCCC(C)CCCC(C)C,20.23,13,0
CCCCCCCCCCCCCCN(C)C,3.24,13,0
CCCCCCCCCCCCCCO,20.23,12,0
CCCCCCCCCCCCCCCCN(C)C,3.24,15,0
OCCOCCOCCOCCO,68.15,10,0
CCCCCCOCCOCCO,38.69,10,0
CC(C)CC(C)CC(O)CC(C)C,20.23,6,0
OCCN1CCN(CCO)CC1,46.94,4,0
CCCCCC(C=O)=Cc1ccccc1,17.07,6,1
O=C1CCCC1,17.07,0,0
O=C(OCc1ccccc1)c1ccccc1,26.3,3,2
COc1ccc(C)cc1[N+](=O)[O-],52.370000000000005,2,1
CCC(N)(CO)CO,66.48,3,0
COC(=O)C1=C(C)NC(C)=C(C(=O)OC)C1c1ccccc1[N+](=O)[O-],107.77000000000001,4,1
O=C1c2ccccc2C(=O)C1(O)O,74.60000000000001,0,1
O=C(Cl)C(Cl)(Cl)Cl,17.07,0,0
CCC/C=C/C=C/C(=O)O[C@H]1/C(=C/C(=O)OC)C[C@H]2C[C@H]([C@@H](C)O)OC(=O)C[C@H](O)C[C@@H]3C[C@H](OC(C)=O)C(C)(C)[C@](O)(C[C@@H]4C/C(=C/C(=O)OC)C[C@H](C=CC(C)(C)[C@]1(O)O2)O4)O3,240.10999999999996,9,0
Oc1ccc([Hg]Cl)cc1,20.23,1,1
COC(COC(N)=O)C1=C(N2CC2)C(=O)C(C)=C(N2CC2)C1=O,101.71000000000001,6,0
CC1C(=O)CC2C3(C)CCC2(C(C)C(=O)O)C(=O)C13,71.44,2,0
COC(=O)CC(=O)C(C)(C)C,43.370000000000005,2,0
COC(=O)c1cc(Cl)cc(Cl)c1,26.3,1,1
COC(=O)C(Br)CBr,26.3,2,0
COC(=O)Cc1cccc2ccccc12,26.3,2,2
Cc1cccc(NC(=S)N(C)C)c1,15.27,1,1
Nc1cccc(N)n1,64.93,0,1
Nc1ncnc2c1ncn2[C@@H]1O[C@@H]2COP(=O)(O)O[C@H]2[C@H]1O,154.84,1,2
CCCCCCCCCCCC[N+](C)(C)Cc1ccccc1,0.0,13,1
CC(C)(CO)[C@@H](O)C(=O)NCCC(=O)[O-].CC(C)(CO)[C@@H](O)C(=O)NCCC(=O)[O-],219.37999999999997,12,0
Nc1nc(=O)n([C@@H]2CS[C@H](CO)O2)cc1F,90.37,2,1
NCCCC[C@H](NC(=O)[C@@H]1CCCN1C(=O)[C@@H]1CSSC[C@H](NC(=O)CNC(=O)CNC(=O)CN)C(=O)N[C@@H](Cc2ccc(O)cc2)C(=O)N[C@@H](Cc2ccccc2)C(=O)N[C@@H](CCC(N)=O)C(=O)N[C@@H](CC(N)=O)C(=O)N1)C(=O)NCC(N)=O,512.8499999999998,25,2
C[C@]12CC[C@@H]3c4ccc(OC(=O)N(CCCl)CCCl)cc4CC[C@H]3[C@@H]1CC[C@@H]2OP(=O)([O-])[O-],101.96,7,1
NC1(c2ccc(-c3nc4ccn5c(=O)[nH]nc5c4cc3-c3ccccc3)cc2)CCC1,89.07,3,5
Cc1nnc(C(C)C)n1C1C[C@H]2CC[C@H](C1)N2CC[C@H](NC(=O)C1CCC(F)(F)CC1)c1ccccc1,63.050000000000004,8,2
COc1cc2c(c(OC)c1OC)-c1c(cc3c(c1OC)OCO3)C[C@@H](C)[C@](C)(O)C2,75.61000000000001,4,2
Cn1cnc2c(F)c(Nc3ccc(Br)cc3Cl)c(C(=O)NOCCO)cc21,88.41000000000001,6,3
O=C(NOCC1CC1)c1ccc(F)c(F)c1Nc1ccc(I)cc1Cl,50.36,6,2
CCCCCCCCCCCCCCCCCCOP(=O)([O-])OC1CC[N+](C)(C)CC1,58.59,20,0
COc1cc2c(N3CCN(C(=O)Nc4ccc(OC(C)C)cc4)CC3)ncnc2cc1OCCCN1CCCCC1,92.29,10,3
ClC=C(Cl)Cl,0.0,0,0
ClCC(Cl)Cl,0.0,1,0
CC(Cl)(Cl)Cl,0.0,0,0
Oc1c(Cl)cc(Cl)cc1Cl,20.23,0,1
CC(Oc1cc(Cl)c(Cl)cc1Cl)C(=O)O,46.53,3,1
FC(Cl)(Cl)Cl,0.0,0,0
O=C1c2ccccc2C(=O)N1SC(Cl)(Cl)Cl,37.38,1,1
O=C(O)COc1cc(Cl)c(Cl)cc1Cl,46.53,3,1
COP(=O)(OC)C(O)C(Cl)(Cl)Cl,55.760000000000005,3,0
CC(=O)OCC(=O)[C@@]1(OC(C)=O)[C@@H](C)C[C@H]2[C@@H]3C[C@H](F)C4=CC(=O)C=C[C@]4(C)[C@@]3(F)[C@@H](O)C[C@@]21C,106.97000000000001,4,0
CN(C)C1CCCCC1,3.24,1,0
O=C(Cl)c1ccccc1,17.07,1,1
C[C@@H](N)C(=O)O,63.32000000000001,1,0
CCOP(=S)(OCC)SC(CCl)N1C(=O)c2ccccc2C1=O,55.84,8,1
CCOP(=O)(OCC)Oc1cc(C)nc(C(C)C)n1,70.54,7,1
CCOc1ccc(NC(=O)OC(C)C)cc1OCC,56.790000000000006,6,1
CCCCCCCCS(=O)C(C)Cc1ccc2c(c1)OCO2,35.53,10,1
CC(=O)c1ccccn1,29.96,1,1
CCCCOCCOCCOCc1cc2c(cc1CCC)OCO2,46.150000000000006,13,1
C1CCNCC1,12.03,0,0
CC[C@@H]1C(=O)OC[C@@H]1Cc1cncn1C,44.12,3,1
C[C@@H]1CC=CC=CC=CC=C[C@H](O[C@@H]2O[C@H](C)[C@@H](O)[C@H](N)[C@@H]2O)C[C@@H]2O[C@](O)(C[C@@H](O)C[C@H]3O[C@@H]3C=CC(=O)O1)C[C@H](O)[C@H]2C(=O)O,230.98999999999995,3,0
Nc1c(Cl)c(Cl)nc(C(=O)O)c1Cl,76.21,1,1
C=C(C)C(=O)OCCO,46.53,3,0
C=CC(=O)OCCO,46.53,3,0
O=P(c1ccccc1)(c1ccccc1)c1ccccc1,17.07,3,3
CCOP(=S)(OCC)SCSc1ccc(Cl)cc1,18.46,8,1
Oc1ccc(Oc2ccccc2)cc1,29.46,2,2
C#CC(O)CCCCC,20.23,4,0
CC(C)(C)NC(=O)[C@@H]1C[C@@H]2CCCC[C@@H]2CN1C[C@@H](O)[C@H](Cc1ccccc1)NC(=O)[C@H](CC(N)=O)NC(=O)c1ccc2ccccc2n1,166.75,12,3
C[Si](C)=O,17.07,0,0
CCOc1cc([N+](=O)[O-])c(OCC)cc1N1CCOCC1,74.07000000000001,6,1
O=S(=O)([O-])c1cccc(S(=O)(=O)[O-])c1,114.4,2,1
CN(C)CCOCCN(C)CCO,35.94,8,0
O=C([O-])c1cccc([N+](=O)[O-])c1,83.27,2,1
O=C1NC(=O)c2cccc3cccc1c23,46.17,0,2
CCOC(=O)C1=NN(c2ccccc2)C(=O)C1,58.97,3,1
C=C[Si]1(C)O[Si](C)(C=C)O[Si](C)(C=C)O[Si](C)(C=C)O1,36.92,4,0
CCCCOC(=O)CCC(C)=O,43.370000000000005,6,0
c1ccc(CNc2ncnc3c2ncn3C2CCCCO2)cc1,64.86,4,3
Cc1ccc(N)c([N+](=O)[O-])c1,69.16,1,1
ClCC=CCCl,0.0,2,0
Cc1ccc([N+](=O)[O-])c(N)c1,69.16,1,1
CNc1ccc([N+](=O)[O-])cc1,55.17,2,1
Nc1ccc(/N=N/c2ccc(N)cc2)cc1,76.75999999999999,2,2
CC1=CCC2CC1C2(C)C,0.0,0,0
CC(=O)NNC(C)=O,58.2,0,0
C=CCOC(=O)c1ccccc1C(=O)OCC=C,52.60000000000001,6,1
Oc1cccc(O)c1O,60.69,0,1
S=C1NCCN1,24.06,0,0
O=[N+]([O-])c1ccc2c(c1)Cc1ccccc1-2,43.14,1,2
COC(=O)c1cc(Cl)ccc1OC,35.53,2,1
CCCCC(CC)COC(=O)CCCCC(=O)OCC(CC)CCCC,52.60000000000001,17,0
O=c1c(-c2ccccc2)c1-c1ccccc1,17.07,2,3
O=C(OCc1ccccc1)c1cccnc1,39.19,3,2
O=C1CN(N=Cc2ccc([N+](=O)[O-])o2)C(=O)N1,118.05000000000001,3,1
O=C(O)c1ccc[n+]([O-])c1,64.24,1,1
OC1OC[C@@H](O)[C@H](O)[C@@H]1O,90.15,0,0
NC(=O)CCCCC1CCSS1,43.09,5,0
CCOC(=O)CC#N,50.09,2,0
CCCC(C)CO,20.23,3,0
CCOC(=O)CCl,26.3,2,0
COC(=O)CC(C)=O,43.370000000000005,2,0
COc1ccc(C)cc1,9.23,1,1
CCc1ccc(CC)cc1,0.0,2,1
OCC1CCC(CO)CC1,40.46,2,0
C=C(C)C(=O)OCCN(CC)CC,29.54,6,0
CCN(CC)CCOCCOC(=O)C(CC)(CC)c1ccccc1.O=C(O)CC(O)(CC(=O)O)C(=O)O,170.89999999999998,17,1
O=P([O-])([O-])OC[C@@]1(O)O[C@H](COP(=O)([O-])O)[C@@H](O)[C@@H]1O,211.92999999999998,6,0
CN1CCN(c2c(F)cc3c(=O)c(C(=O)O)cn4c3c2OCN4C)CC1,78.25,2,2
NC1CCCCC1.NC1CCCCC1.O=P(O)(O)OC[C@H](O)CO,159.26,4,0
O=c1[nH]c(=O)n([C@H]2C[C@H](O)[C@@H](CO)O2)cc1C(F)(F)F,104.55000000000001,2,1
CCC(=O)O.CCC(=O)O.O=C(Nc1cccc(C2=NCCN2)c1)Nc1cccc(C2=NCCN2)c1,164.50999999999996,6,2
O=S(=O)([O-])CC(S)CS,57.2,3,0
CCCCCCCCCCCCCC[N+](C)(C)Cc1ccccc1,0.0,15,1
CCC(CC)Nc1c([N+](=O)[O-])cc(C)c(C)c1[N+](=O)[O-],98.31,6,1
